run_id,machine_id,product_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,event_time
RUN_01265,MACHINE_M,M16124,297.8,309.3,2243,15.7,36,False,2024-01-06T06:24:00
RUN_01266,MACHINE_L,L48445,297.9,309.4,1558,35.7,39,False,2024-01-06T06:30:00
RUN_01267,MACHINE_L,L48446,298.0,309.6,1633,34.8,41,False,2024-01-06T06:36:00
RUN_01268,MACHINE_M,M16127,298.1,309.6,1549,38.7,43,False,2024-01-06T06:42:00
RUN_01269,MACHINE_L,L48448,298.0,309.5,1496,45.8,46,False,2024-01-06T06:48:00
RUN_01270,MACHINE_L,L48449,298.1,309.5,1467,41.8,48,False,2024-01-06T06:54:00
RUN_01271,MACHINE_M,M16130,298.0,309.4,1276,65.9,50,False,2024-01-06T07:00:00
RUN_01272,MACHINE_H,H30685,298.0,309.4,1490,40.5,53,False,2024-01-06T07:06:00
RUN_01273,MACHINE_H,H30686,298.0,309.4,1562,38.1,58,False,2024-01-06T07:12:00
RUN_01274,MACHINE_L,L48453,298.1,309.4,1397,48.2,63,False,2024-01-06T07:18:00
RUN_01275,MACHINE_H,H30688,298.1,309.5,1530,40.2,65,False,2024-01-06T07:24:00
RUN_01276,MACHINE_M,M16135,298.1,309.4,1362,47.6,70,False,2024-01-06T07:30:00
RUN_01277,MACHINE_M,M16136,298.2,309.4,1693,34.4,73,False,2024-01-06T07:36:00
RUN_01278,MACHINE_M,M16137,298.2,309.4,1408,46.5,76,False,2024-01-06T07:42:00
RUN_01279,MACHINE_L,L48458,298.2,309.4,1398,52.9,79,False,2024-01-06T07:48:00
RUN_01280,MACHINE_M,M16139,298.3,309.6,1531,40.1,81,False,2024-01-06T07:54:00
RUN_01281,MACHINE_H,H30694,298.3,309.5,1521,37.1,84,False,2024-01-06T08:00:00
RUN_01282,MACHINE_H,H30695,298.3,309.5,1427,54.3,89,False,2024-01-06T08:06:00
RUN_01283,MACHINE_L,L48462,298.3,309.4,1546,36.1,94,False,2024-01-06T08:12:00
RUN_01284,MACHINE_L,L48463,298.3,309.4,1356,45.4,96,False,2024-01-06T08:18:00
RUN_01285,MACHINE_L,L48464,298.4,309.5,2153,15.3,98,True,2024-01-06T08:24:00
RUN_01286,MACHINE_M,M16145,298.5,309.6,1492,41.7,100,False,2024-01-06T08:30:00
RUN_01287,MACHINE_L,L48466,298.5,309.6,1582,40.3,103,False,2024-01-06T08:36:00
RUN_01288,MACHINE_L,L48467,298.5,309.6,1419,41.5,105,False,2024-01-06T08:42:00
RUN_01289,MACHINE_M,M16148,298.5,309.6,1441,48.2,107,False,2024-01-06T08:48:00
RUN_01290,MACHINE_M,M16149,298.6,309.7,1635,32.2,110,False,2024-01-06T08:54:00
RUN_01291,MACHINE_L,L48470,298.6,309.7,1429,45.8,113,False,2024-01-06T09:00:00
RUN_01292,MACHINE_M,M16151,298.6,309.7,1675,28.4,115,False,2024-01-06T09:06:00
RUN_01293,MACHINE_M,M16152,298.7,309.7,1868,23.8,118,False,2024-01-06T09:12:00
RUN_01294,MACHINE_H,H30707,298.7,309.8,1582,33.4,121,False,2024-01-06T09:18:00
RUN_01295,MACHINE_L,L48474,298.8,309.9,1486,40.3,126,False,2024-01-06T09:24:00
RUN_01296,MACHINE_L,L48475,298.7,309.8,1402,54.3,128,False,2024-01-06T09:30:00
RUN_01297,MACHINE_L,L48476,298.7,309.9,1621,34.1,130,False,2024-01-06T09:36:00
RUN_01298,MACHINE_L,L48477,298.8,309.9,1428,42.4,132,False,2024-01-06T09:42:00
RUN_01299,MACHINE_M,M16158,298.7,309.8,1343,53.6,134,False,2024-01-06T09:48:00
RUN_01300,MACHINE_M,M16159,298.7,309.9,1458,40.2,137,False,2024-01-06T09:54:00
RUN_01301,MACHINE_L,L48480,298.7,309.8,1322,57.0,140,False,2024-01-06T10:00:00
RUN_01302,MACHINE_L,L48481,298.7,309.9,1483,32.8,142,False,2024-01-06T10:06:00
RUN_01303,MACHINE_L,L48482,298.6,309.8,1505,45.7,144,False,2024-01-06T10:12:00
RUN_01304,MACHINE_L,L48483,298.7,309.9,1593,42.5,146,False,2024-01-06T10:18:00
RUN_01305,MACHINE_L,L48484,298.8,310.0,2098,19.6,148,False,2024-01-06T10:24:00
RUN_01306,MACHINE_L,L48485,298.8,310.0,1672,30.4,150,False,2024-01-06T10:30:00
RUN_01307,MACHINE_L,L48486,298.8,310.0,1487,41.4,152,False,2024-01-06T10:36:00
RUN_01308,MACHINE_L,L48487,298.8,310.0,1423,42.1,154,False,2024-01-06T10:42:00
RUN_01309,MACHINE_L,L48488,298.9,310.1,1750,25.0,156,False,2024-01-06T10:48:00
RUN_01310,MACHINE_L,L48489,298.9,310.2,1654,31.1,158,False,2024-01-06T10:54:00
RUN_01311,MACHINE_L,L48490,298.9,310.2,1498,50.2,160,False,2024-01-06T11:00:00
RUN_01312,MACHINE_L,L48491,298.9,310.1,1587,30.2,162,False,2024-01-06T11:06:00
RUN_01313,MACHINE_L,L48492,298.9,310.1,1473,42.6,164,False,2024-01-06T11:12:00
RUN_01314,MACHINE_L,L48493,298.9,310.2,1359,56.9,166,False,2024-01-06T11:18:00
RUN_01315,MACHINE_M,M16174,299.0,310.3,1635,34.5,168,False,2024-01-06T11:24:00
RUN_01316,MACHINE_L,L48495,299.0,310.3,1520,45.0,171,False,2024-01-06T11:30:00
RUN_01317,MACHINE_L,L48496,299.0,310.3,1507,36.7,173,False,2024-01-06T11:36:00
RUN_01318,MACHINE_L,L48497,299.0,310.3,1428,46.3,175,False,2024-01-06T11:42:00
RUN_01319,MACHINE_M,M16178,299.0,310.3,1582,33.3,177,False,2024-01-06T11:48:00
RUN_01320,MACHINE_L,L48499,299.0,310.3,1929,24.4,180,False,2024-01-06T11:54:00
RUN_01321,MACHINE_M,M16180,299.0,310.3,1540,38.1,182,False,2024-01-06T12:00:00
RUN_01322,MACHINE_L,L48501,298.9,310.2,1362,53.0,185,False,2024-01-06T12:06:00
RUN_01323,MACHINE_H,H30736,298.9,310.1,1452,49.9,187,False,2024-01-06T12:12:00
RUN_01324,MACHINE_L,L48503,298.9,310.1,1361,51.7,192,False,2024-01-06T12:18:00
RUN_01325,MACHINE_M,M16184,298.8,310.1,1243,74.5,194,True,2024-01-06T12:24:00
RUN_01326,MACHINE_H,H30739,298.8,310.1,1567,36.8,197,False,2024-01-06T12:30:00
RUN_01327,MACHINE_L,L48506,298.9,310.2,1411,46.5,202,False,2024-01-06T12:36:00
RUN_01328,MACHINE_L,L48507,298.8,310.2,1814,26.8,204,False,2024-01-06T12:42:00
RUN_01329,MACHINE_M,M16188,298.8,310.1,1719,28.8,206,False,2024-01-06T12:48:00
RUN_01330,MACHINE_H,H30743,298.8,310.2,1663,30.4,209,False,2024-01-06T12:54:00
RUN_01331,MACHINE_L,L48510,298.9,310.2,1696,30.2,214,False,2024-01-06T13:00:00
RUN_01332,MACHINE_H,H30745,298.9,310.2,1771,26.8,216,False,2024-01-06T13:06:00
RUN_01333,MACHINE_L,L48512,299.0,310.3,1868,24.0,221,False,2024-01-06T13:12:00
RUN_01334,MACHINE_M,M16193,299.0,310.3,1558,35.4,223,False,2024-01-06T13:18:00
RUN_01335,MACHINE_L,L48514,299.0,310.4,1365,49.1,226,True,2024-01-06T13:24:00
RUN_01336,MACHINE_L,L48515,299.0,310.4,1371,53.8,228,True,2024-01-06T13:30:00
RUN_01337,MACHINE_L,L48516,298.9,310.3,1583,32.6,230,False,2024-01-06T13:36:00
RUN_01338,MACHINE_H,H30751,298.7,310.2,1613,36.0,0,False,2024-01-06T13:42:00
RUN_01339,MACHINE_L,L48518,298.6,310.1,1721,27.2,5,False,2024-01-06T13:48:00
RUN_01340,MACHINE_M,M16199,298.6,310.2,1668,31.5,7,False,2024-01-06T13:54:00
RUN_01341,MACHINE_L,L48520,298.6,310.2,1569,36.3,10,False,2024-01-06T14:00:00
RUN_01342,MACHINE_M,M16201,298.6,310.2,1328,50.5,12,False,2024-01-06T14:06:00
RUN_01343,MACHINE_M,M16202,298.6,310.1,1596,33.0,15,False,2024-01-06T14:12:00
RUN_01344,MACHINE_L,L48523,298.5,310.2,1676,32.7,18,False,2024-01-06T14:18:00
RUN_01345,MACHINE_L,L48524,298.5,310.1,1809,28.9,20,False,2024-01-06T14:24:00
RUN_01346,MACHINE_L,L48525,298.5,310.0,1804,26.1,22,False,2024-01-06T14:30:00
RUN_01347,MACHINE_L,L48526,298.6,310.1,1533,33.9,24,False,2024-01-06T14:36:00
RUN_01348,MACHINE_L,L48527,298.7,310.2,1717,27.3,26,False,2024-01-06T14:42:00
RUN_01349,MACHINE_L,L48528,298.7,310.2,1363,45.5,28,False,2024-01-06T14:48:00
RUN_01350,MACHINE_L,L48529,298.7,310.2,1402,45.9,30,False,2024-01-06T14:54:00
RUN_01351,MACHINE_L,L48530,298.7,310.2,1436,47.5,32,False,2024-01-06T15:00:00
RUN_01352,MACHINE_L,L48531,298.7,310.2,1525,43.7,34,False,2024-01-06T15:06:00
RUN_01353,MACHINE_M,M16212,298.7,310.2,1598,33.3,36,False,2024-01-06T15:12:00
RUN_01354,MACHINE_M,M16213,298.6,310.1,1444,48.1,39,False,2024-01-06T15:18:00
RUN_01355,MACHINE_L,L48534,298.6,310.0,1334,48.0,42,False,2024-01-06T15:24:00
RUN_01356,MACHINE_M,M16215,298.6,310.0,1681,35.5,44,False,2024-01-06T15:30:00
RUN_01357,MACHINE_L,L48536,298.6,309.9,1593,37.4,47,False,2024-01-06T15:36:00
RUN_01358,MACHINE_L,L48537,298.6,309.9,1461,45.7,49,False,2024-01-06T15:42:00
RUN_01359,MACHINE_M,M16218,298.7,310.1,1693,31.9,51,False,2024-01-06T15:48:00
RUN_01360,MACHINE_L,L48539,298.7,310.2,1404,50.3,54,False,2024-01-06T15:54:00
RUN_01361,MACHINE_H,H30774,298.8,310.2,1707,27.6,56,False,2024-01-06T16:00:00
RUN_01362,MACHINE_M,M16221,298.6,310.1,1458,41.9,61,False,2024-01-06T16:06:00
RUN_01363,MACHINE_L,L48542,298.6,310.0,1517,41.2,64,False,2024-01-06T16:12:00
RUN_01364,MACHINE_L,L48543,298.7,310.1,1433,54.6,66,False,2024-01-06T16:18:00
RUN_01365,MACHINE_L,L48544,298.7,310.2,1566,33.1,68,False,2024-01-06T16:24:00
RUN_01366,MACHINE_L,L48545,298.7,310.1,1676,33.5,70,False,2024-01-06T16:30:00
RUN_01367,MACHINE_M,M16226,298.7,310.1,1368,56.8,72,False,2024-01-06T16:36:00
RUN_01368,MACHINE_M,M16227,298.8,310.2,1581,37.5,75,False,2024-01-06T16:42:00
RUN_01369,MACHINE_H,H30782,298.8,310.3,1708,27.1,78,False,2024-01-06T16:48:00
RUN_01370,MACHINE_M,M16229,298.7,310.3,1481,41.5,83,False,2024-01-06T16:54:00
RUN_01371,MACHINE_L,L48550,298.7,310.3,1451,40.0,86,False,2024-01-06T17:00:00
RUN_01372,MACHINE_M,M16231,298.7,310.3,1495,38.7,88,False,2024-01-06T17:06:00
RUN_01373,MACHINE_M,M16232,298.8,310.3,1573,41.8,91,False,2024-01-06T17:12:00
RUN_01374,MACHINE_M,M16233,298.8,310.3,1366,59.0,94,False,2024-01-06T17:18:00
RUN_01375,MACHINE_L,L48554,298.8,310.3,1553,36.8,97,False,2024-01-06T17:24:00
RUN_01376,MACHINE_M,M16235,298.8,310.3,1528,37.1,99,False,2024-01-06T17:30:00
RUN_01377,MACHINE_M,M16236,298.8,310.2,1527,31.2,102,False,2024-01-06T17:36:00
RUN_01378,MACHINE_L,L48557,298.8,310.2,1461,46.7,105,False,2024-01-06T17:42:00
RUN_01379,MACHINE_H,H30792,298.8,310.2,1455,44.9,107,False,2024-01-06T17:48:00
RUN_01380,MACHINE_L,L48559,298.7,310.1,1620,34.8,112,False,2024-01-06T17:54:00
RUN_01381,MACHINE_L,L48560,298.7,310.1,1786,27.7,114,False,2024-01-06T18:00:00
RUN_01382,MACHINE_M,M16241,298.8,310.2,1583,35.7,116,False,2024-01-06T18:06:00
RUN_01383,MACHINE_L,L48562,298.8,310.1,1653,30.3,119,False,2024-01-06T18:12:00
RUN_01384,MACHINE_M,M16243,298.9,310.2,1331,49.0,121,False,2024-01-06T18:18:00
RUN_01385,MACHINE_L,L48564,298.9,310.3,1484,43.8,124,False,2024-01-06T18:24:00
RUN_01386,MACHINE_M,M16245,298.9,310.2,1603,36.1,126,False,2024-01-06T18:30:00
RUN_01387,MACHINE_L,L48566,298.9,310.2,1445,40.0,129,False,2024-01-06T18:36:00
RUN_01388,MACHINE_L,L48567,298.9,310.1,1823,26.1,131,False,2024-01-06T18:42:00
RUN_01389,MACHINE_H,H30802,298.9,310.1,1491,45.3,133,False,2024-01-06T18:48:00
RUN_01390,MACHINE_L,L48569,298.9,310.2,1533,42.8,138,False,2024-01-06T18:54:00
RUN_01391,MACHINE_L,L48570,298.9,310.2,1409,54.8,140,False,2024-01-06T19:00:00
RUN_01392,MACHINE_L,L48571,298.9,310.2,2737,8.8,142,True,2024-01-06T19:06:00
RUN_01393,MACHINE_M,M16252,299.0,310.3,1494,46.6,144,False,2024-01-06T19:12:00
RUN_01394,MACHINE_L,L48573,299.1,310.4,1594,33.3,147,False,2024-01-06T19:18:00
RUN_01395,MACHINE_L,L48574,299.1,310.4,1527,44.0,149,False,2024-01-06T19:24:00
RUN_01396,MACHINE_L,L48575,299.1,310.4,1452,39.7,151,False,2024-01-06T19:30:00
RUN_01397,MACHINE_L,L48576,299.0,310.3,1483,39.2,153,False,2024-01-06T19:36:00
RUN_01398,MACHINE_L,L48577,299.1,310.2,1569,38.2,155,False,2024-01-06T19:42:00
RUN_01399,MACHINE_L,L48578,299.1,310.3,1472,46.6,157,False,2024-01-06T19:48:00
RUN_01400,MACHINE_L,L48579,299.0,310.2,1533,43.5,159,False,2024-01-06T19:54:00
RUN_01401,MACHINE_H,H30814,298.9,310.1,1366,62.7,161,False,2024-01-06T20:00:00
RUN_01402,MACHINE_H,H30815,298.9,310.2,1532,37.7,166,False,2024-01-06T20:06:00
RUN_01403,MACHINE_M,M16262,298.9,310.1,1313,56.8,171,False,2024-01-06T20:12:00
RUN_01404,MACHINE_L,L48583,299.0,310.2,1372,48.0,174,False,2024-01-06T20:18:00
RUN_01405,MACHINE_M,M16264,298.9,310.1,1555,40.6,176,False,2024-01-06T20:24:00
RUN_01406,MACHINE_L,L48585,298.9,310.1,1394,42.7,179,False,2024-01-06T20:30:00
RUN_01407,MACHINE_L,L48586,298.9,310.1,1442,48.0,181,False,2024-01-06T20:36:00
RUN_01408,MACHINE_L,L48587,298.9,310.0,1564,33.8,183,False,2024-01-06T20:42:00
RUN_01409,MACHINE_L,L48588,298.9,310.0,1452,48.9,185,False,2024-01-06T20:48:00
RUN_01410,MACHINE_L,L48589,298.9,310.1,1466,42.5,187,False,2024-01-06T20:54:00
RUN_01411,MACHINE_M,M16270,298.9,310.1,1469,53.2,189,False,2024-01-06T21:00:00
RUN_01412,MACHINE_L,L48591,298.9,310.1,1944,23.4,192,False,2024-01-06T21:06:00
RUN_01413,MACHINE_M,M16272,298.8,309.9,1415,53.2,194,False,2024-01-06T21:12:00
RUN_01414,MACHINE_M,M16273,298.7,309.8,1528,36.7,197,False,2024-01-06T21:18:00
RUN_01415,MACHINE_M,M16274,298.7,309.8,1570,42.1,200,False,2024-01-06T21:24:00
RUN_01416,MACHINE_L,L48595,298.7,309.9,1617,33.0,203,False,2024-01-06T21:30:00
RUN_01417,MACHINE_M,M16276,298.7,309.9,2083,18.2,205,False,2024-01-06T21:36:00
RUN_01418,MACHINE_L,L48597,298.7,309.9,1541,38.5,208,False,2024-01-06T21:42:00
RUN_01419,MACHINE_L,L48598,298.8,309.9,1320,47.4,210,False,2024-01-06T21:48:00
RUN_01420,MACHINE_L,L48599,298.7,309.8,1354,53.3,212,True,2024-01-06T21:54:00
RUN_01421,MACHINE_M,M16280,298.8,309.9,1495,35.2,214,False,2024-01-06T22:00:00
RUN_01422,MACHINE_L,L48601,298.7,309.8,1589,31.8,217,False,2024-01-06T22:06:00
RUN_01423,MACHINE_L,L48602,298.7,309.8,1530,35.5,0,False,2024-01-06T22:12:00
RUN_01424,MACHINE_L,L48603,298.7,309.8,1539,33.4,2,False,2024-01-06T22:18:00
RUN_01425,MACHINE_L,L48604,298.7,309.7,1462,46.8,4,False,2024-01-06T22:24:00
RUN_01426,MACHINE_L,L48605,298.6,309.7,1356,54.0,6,False,2024-01-06T22:30:00
RUN_01427,MACHINE_M,M16286,298.7,309.7,1622,34.6,8,False,2024-01-06T22:36:00
RUN_01428,MACHINE_L,L48607,298.7,309.8,1394,40.3,11,False,2024-01-06T22:42:00
RUN_01429,MACHINE_L,L48608,298.8,309.9,1568,33.7,13,False,2024-01-06T22:48:00
RUN_01430,MACHINE_M,M16289,298.9,310.0,1456,43.8,15,False,2024-01-06T22:54:00
RUN_01431,MACHINE_L,L48610,298.9,310.0,1378,49.3,18,False,2024-01-06T23:00:00
RUN_01432,MACHINE_M,M16291,298.9,309.9,1404,41.4,20,False,2024-01-06T23:06:00
RUN_01433,MACHINE_L,L48612,298.8,309.8,1437,42.8,23,False,2024-01-06T23:12:00
RUN_01434,MACHINE_L,L48613,298.8,309.8,1363,44.0,25,False,2024-01-06T23:18:00
RUN_01435,MACHINE_M,M16294,298.8,309.8,1377,49.6,27,False,2024-01-06T23:24:00
RUN_01436,MACHINE_H,H30849,298.8,309.9,1526,42.1,30,False,2024-01-06T23:30:00
RUN_01437,MACHINE_H,H30850,298.8,309.8,1510,44.2,35,False,2024-01-06T23:36:00
RUN_01438,MACHINE_H,H30851,298.8,309.9,1439,45.2,40,True,2024-01-06T23:42:00
RUN_01439,MACHINE_L,L48618,298.8,309.9,1482,39.1,45,False,2024-01-06T23:48:00
RUN_01440,MACHINE_M,M16299,298.8,309.8,1534,37.0,47,False,2024-01-06T23:54:00
RUN_01441,MACHINE_M,M16300,298.8,309.9,1741,27.7,50,False,2024-01-07T00:00:00
RUN_01442,MACHINE_L,L48621,298.8,309.9,1550,38.8,53,False,2024-01-07T00:06:00
RUN_01443,MACHINE_M,M16302,298.8,310.0,1486,38.5,55,False,2024-01-07T00:12:00
RUN_01444,MACHINE_L,L48623,298.9,310.1,1602,38.2,58,False,2024-01-07T00:18:00
RUN_01445,MACHINE_L,L48624,299.0,310.2,1477,37.9,60,False,2024-01-07T00:24:00
RUN_01446,MACHINE_L,L48625,299.0,310.1,1618,29.2,62,False,2024-01-07T00:30:00
RUN_01447,MACHINE_M,M16306,299.0,310.2,1628,35.8,64,False,2024-01-07T00:36:00
RUN_01448,MACHINE_M,M16307,299.0,310.3,1662,33.6,67,False,2024-01-07T00:42:00
RUN_01449,MACHINE_M,M16308,299.0,310.3,1657,31.0,70,False,2024-01-07T00:48:00
RUN_01450,MACHINE_H,H30863,299.0,310.4,1677,30.8,73,False,2024-01-07T00:54:00
RUN_01451,MACHINE_M,M16310,299.0,310.3,1447,39.9,78,False,2024-01-07T01:00:00
RUN_01452,MACHINE_L,L48631,298.9,310.4,1831,25.4,81,False,2024-01-07T01:06:00
RUN_01453,MACHINE_L,L48632,299.0,310.3,1584,34.4,83,False,2024-01-07T01:12:00
RUN_01454,MACHINE_L,L48633,299.1,310.4,1450,40.9,85,False,2024-01-07T01:18:00
RUN_01455,MACHINE_L,L48634,299.1,310.4,1428,46.9,87,False,2024-01-07T01:24:00
RUN_01456,MACHINE_L,L48635,299.0,310.4,1382,53.0,89,False,2024-01-07T01:30:00
RUN_01457,MACHINE_L,L48636,299.0,310.3,1501,43.0,91,False,2024-01-07T01:36:00
RUN_01458,MACHINE_L,L48637,299.0,310.3,1475,42.4,93,False,2024-01-07T01:42:00
RUN_01459,MACHINE_L,L48638,298.9,310.3,1364,54.0,95,False,2024-01-07T01:48:00
RUN_01460,MACHINE_L,L48639,299.0,310.3,1472,36.1,97,False,2024-01-07T01:54:00
RUN_01461,MACHINE_L,L48640,299.0,310.3,1437,47.8,99,False,2024-01-07T02:00:00
RUN_01462,MACHINE_L,L48641,298.9,310.2,1491,45.1,101,False,2024-01-07T02:06:00
RUN_01463,MACHINE_L,L48642,298.9,310.2,1706,27.6,103,False,2024-01-07T02:12:00
RUN_01464,MACHINE_L,L48643,298.8,310.1,1607,39.5,105,False,2024-01-07T02:18:00
RUN_01465,MACHINE_L,L48644,298.8,310.0,1412,46.3,107,False,2024-01-07T02:24:00
RUN_01466,MACHINE_L,L48645,298.7,309.8,1546,40.9,109,False,2024-01-07T02:30:00
RUN_01467,MACHINE_L,L48646,298.7,309.8,1365,50.5,111,False,2024-01-07T02:36:00
RUN_01468,MACHINE_L,L48647,298.6,309.8,1544,30.2,113,False,2024-01-07T02:42:00
RUN_01469,MACHINE_M,M16328,298.6,309.8,1419,44.9,115,False,2024-01-07T02:48:00
RUN_01470,MACHINE_L,L48649,298.6,309.8,1497,41.6,118,False,2024-01-07T02:54:00
RUN_01471,MACHINE_L,L48650,298.5,309.7,1437,42.6,120,False,2024-01-07T03:00:00
RUN_01472,MACHINE_L,L48651,298.5,309.6,1421,53.6,122,False,2024-01-07T03:06:00
RUN_01473,MACHINE_M,M16332,298.5,309.6,1438,44.5,124,False,2024-01-07T03:12:00
RUN_01474,MACHINE_M,M16333,298.5,309.5,1315,48.9,127,False,2024-01-07T03:18:00
RUN_01475,MACHINE_M,M16334,298.5,309.5,1366,61.9,130,False,2024-01-07T03:24:00
RUN_01476,MACHINE_M,M16335,298.4,309.5,1519,35.4,133,False,2024-01-07T03:30:00
RUN_01477,MACHINE_L,L48656,298.4,309.5,1692,28.3,136,False,2024-01-07T03:36:00
RUN_01478,MACHINE_L,L48657,298.3,309.4,1570,35.6,138,False,2024-01-07T03:42:00
RUN_01479,MACHINE_L,L48658,298.3,309.4,1568,35.8,140,False,2024-01-07T03:48:00
RUN_01480,MACHINE_L,L48659,298.2,309.3,1355,43.8,142,False,2024-01-07T03:54:00
RUN_01481,MACHINE_M,M16340,298.2,309.3,2056,18.7,144,False,2024-01-07T04:00:00
RUN_01482,MACHINE_M,M16341,298.2,309.2,1332,60.2,147,False,2024-01-07T04:06:00
RUN_01483,MACHINE_M,M16342,298.1,309.1,1448,52.5,150,False,2024-01-07T04:12:00
RUN_01484,MACHINE_L,L48663,298.0,308.9,1578,35.6,153,False,2024-01-07T04:18:00
RUN_01485,MACHINE_M,M16344,298.0,309.0,1562,39.2,155,False,2024-01-07T04:24:00
RUN_01486,MACHINE_M,M16345,298.1,309.0,1976,19.3,158,False,2024-01-07T04:30:00
RUN_01487,MACHINE_M,M16346,298.2,309.2,1524,34.6,161,False,2024-01-07T04:36:00
RUN_01488,MACHINE_L,L48667,298.2,309.1,1429,48.5,164,False,2024-01-07T04:42:00
RUN_01489,MACHINE_L,L48668,298.2,309.1,1568,36.3,166,False,2024-01-07T04:48:00
RUN_01490,MACHINE_M,M16349,298.2,309.0,1723,26.6,168,False,2024-01-07T04:54:00
RUN_01491,MACHINE_L,L48670,298.2,309.0,1341,43.8,171,False,2024-01-07T05:00:00
RUN_01492,MACHINE_M,M16351,298.1,308.9,1353,46.2,173,False,2024-01-07T05:06:00
RUN_01493,MACHINE_M,M16352,298.0,308.7,1479,58.5,176,True,2024-01-07T05:12:00
RUN_01494,MACHINE_L,L48673,298.0,308.8,1496,44.9,179,False,2024-01-07T05:18:00
RUN_01495,MACHINE_M,M16354,298.0,308.7,1377,48.5,181,False,2024-01-07T05:24:00
RUN_01496,MACHINE_H,H30909,297.9,308.5,1383,44.6,184,False,2024-01-07T05:30:00
RUN_01497,MACHINE_L,L48676,298.0,308.7,1268,69.4,189,True,2024-01-07T05:36:00
RUN_01498,MACHINE_L,L48677,298.0,308.7,1629,34.3,191,False,2024-01-07T05:42:00
RUN_01499,MACHINE_L,L48678,298.0,308.8,1790,27.2,193,False,2024-01-07T05:48:00
RUN_01500,MACHINE_M,M16359,298.1,308.8,2206,16.3,195,False,2024-01-07T05:54:00
RUN_01501,MACHINE_M,M16360,298.0,308.7,2101,17.4,198,False,2024-01-07T06:00:00
RUN_01502,MACHINE_M,M16361,298.0,308.7,1436,48.2,201,False,2024-01-07T06:06:00
RUN_01503,MACHINE_L,L48682,298.0,308.7,1462,48.2,204,False,2024-01-07T06:12:00
RUN_01504,MACHINE_L,L48683,298.0,308.7,1771,26.2,206,False,2024-01-07T06:18:00
RUN_01505,MACHINE_L,L48684,298.0,308.7,1506,47.0,208,False,2024-01-07T06:24:00
RUN_01506,MACHINE_L,L48685,298.0,308.7,1626,36.7,210,False,2024-01-07T06:30:00
RUN_01507,MACHINE_L,L48686,298.0,308.8,1610,33.7,212,False,2024-01-07T06:36:00
RUN_01508,MACHINE_M,M16367,298.0,308.6,1376,55.7,214,False,2024-01-07T06:42:00
RUN_01509,MACHINE_M,M16368,298.0,308.6,1507,37.3,217,False,2024-01-07T06:48:00
RUN_01510,MACHINE_L,L48689,298.0,308.5,1429,37.7,220,True,2024-01-07T06:54:00
RUN_01511,MACHINE_M,M16370,298.1,308.7,1547,38.9,0,False,2024-01-07T07:00:00
RUN_01512,MACHINE_L,L48691,298.1,308.7,1642,30.3,3,False,2024-01-07T07:06:00
RUN_01513,MACHINE_H,H30926,298.0,308.7,1503,36.3,5,False,2024-01-07T07:12:00
RUN_01514,MACHINE_L,L48693,298.1,308.7,1568,32.9,10,False,2024-01-07T07:18:00
RUN_01515,MACHINE_M,M16374,298.1,308.8,1628,37.6,12,False,2024-01-07T07:24:00
RUN_01516,MACHINE_M,M16375,298.2,308.9,1614,35.5,15,False,2024-01-07T07:30:00
RUN_01517,MACHINE_L,L48696,298.2,308.9,1278,54.0,18,False,2024-01-07T07:36:00
RUN_01518,MACHINE_M,M16377,298.2,308.9,1408,38.8,20,False,2024-01-07T07:42:00
RUN_01519,MACHINE_H,H30932,298.2,309.0,1371,55.7,23,False,2024-01-07T07:48:00
RUN_01520,MACHINE_M,M16379,298.2,308.9,1512,38.5,28,False,2024-01-07T07:54:00
RUN_01521,MACHINE_L,L48700,298.3,309.1,1472,40.1,31,False,2024-01-07T08:00:00
RUN_01522,MACHINE_M,M16381,298.2,308.9,1585,34.3,33,False,2024-01-07T08:06:00
RUN_01523,MACHINE_H,H30936,298.2,309.0,1562,37.7,36,False,2024-01-07T08:12:00
RUN_01524,MACHINE_L,L48703,298.3,309.0,1519,36.9,41,False,2024-01-07T08:18:00
RUN_01525,MACHINE_L,L48704,298.2,309.0,1601,35.8,43,False,2024-01-07T08:24:00
RUN_01526,MACHINE_L,L48705,298.2,309.0,2449,13.8,45,False,2024-01-07T08:30:00
RUN_01527,MACHINE_L,L48706,298.1,309.0,1787,27.6,47,False,2024-01-07T08:36:00
RUN_01528,MACHINE_H,H30941,298.1,309.1,1425,44.5,49,False,2024-01-07T08:42:00
RUN_01529,MACHINE_L,L48708,298.1,309.0,1559,34.0,54,False,2024-01-07T08:48:00
RUN_01530,MACHINE_L,L48709,298.1,309.0,1557,36.0,56,False,2024-01-07T08:54:00
RUN_01531,MACHINE_L,L48710,298.1,309.0,1497,40.5,58,False,2024-01-07T09:00:00
RUN_01532,MACHINE_H,H30945,298.1,309.0,1438,41.4,60,False,2024-01-07T09:06:00
RUN_01533,MACHINE_M,M16392,298.1,308.9,1417,39.2,65,False,2024-01-07T09:12:00
RUN_01534,MACHINE_M,M16393,298.0,308.9,1339,51.4,68,False,2024-01-07T09:18:00
RUN_01535,MACHINE_L,L48714,298.0,308.8,1757,29.1,71,False,2024-01-07T09:24:00
RUN_01536,MACHINE_L,L48715,298.0,308.8,1581,36.1,73,False,2024-01-07T09:30:00
RUN_01537,MACHINE_M,M16396,298.2,308.9,1326,54.4,75,False,2024-01-07T09:36:00
