lot_id,alarm_id,sensor_value,sigma_deviation
LOT_0276,SPC_ATTR_069,127.5891,-4.6811
LOT_0276,SPC_ATTR_073,74.1243,-4.1459
LOT_0276,SPC_ATTR_074,567.8403,5.662
LOT_0276,SPC_ATTR_197,238.89,14.643
LOT_0276,SPC_ATTR_198,250.14,21.801
LOT_0276,SPC_ATTR_199,10.017,17.5926
LOT_0276,SPC_ATTR_200,237.57,13.7446
LOT_0276,SPC_ATTR_201,199.62,20.9442
LOT_0276,SPC_ATTR_202,25.06,3.3736
LOT_0276,SPC_ATTR_203,178.877,11.5371
LOT_0276,SPC_ATTR_204,283.429,14.5092
LOT_0276,SPC_ATTR_205,9997.8648,17.6352
LOT_0276,SPC_ATTR_206,186.82,15.4032
LOT_0276,SPC_ATTR_208,343.38,18.4599
LOT_0276,SPC_ATTR_333,93.6923,16.1373
LOT_0276,SPC_ATTR_334,90.5159,24.769
LOT_0276,SPC_ATTR_335,3.4125,18.7649
LOT_0276,SPC_ATTR_336,94.4218,15.7388
LOT_0276,SPC_ATTR_337,145.2509,17.9344
LOT_0276,SPC_ATTR_338,11.1972,5.2192
LOT_0276,SPC_ATTR_339,75.1324,12.7714
LOT_0276,SPC_ATTR_340,85.0637,12.4672
LOT_0276,SPC_ATTR_341,5043.8343,19.2145
LOT_0276,SPC_ATTR_342,63.1255,16.4654
LOT_0276,SPC_ATTR_344,110.0733,19.337
LOT_0276,SPC_ATTR_345,52.1781,3.2558
LOT_0276,SPC_ATTR_346,172.101,9.3726
LOT_0276,SPC_ATTR_347,177.3396,10.0465
LOT_0276,SPC_ATTR_470,77.0338,22.6455
LOT_0276,SPC_ATTR_471,87.1347,16.408
LOT_0276,SPC_ATTR_472,125.2604,11.3643
LOT_0276,SPC_ATTR_475,211.5006,7.0042
LOT_0276,SPC_ATTR_476,39.3528,13.4385
LOT_0276,SPC_ATTR_477,157.1088,9.1687
LOT_0276,SPC_ATTR_478,146.4232,13.7619
LOT_0276,SPC_ATTR_480,53.4889,19.0273
LOT_0276,SPC_ATTR_481,185.4541,3.0744
LOT_0276,SPC_ATTR_574,1.6228,5.1399
LOT_0276,SPC_ATTR_576,0.4345,4.8645
LOT_0276,SPC_ATTR_578,69.1042,4.2019
LOT_0279,SPC_ATTR_325,36.1648,3.4512
LOT_0281,SPC_ATTR_182,1.276,3.2497
LOT_0281,SPC_ATTR_248,0.2984,3.6637
LOT_0281,SPC_ATTR_454,13.2142,3.4446
LOT_0281,SPC_ATTR_520,62.3364,3.2001
LOT_0282,SPC_ATTR_033,92.072,3.3232
LOT_0282,SPC_ATTR_035,59.3488,7.4125
LOT_0282,SPC_ATTR_036,78.254,5.3202
LOT_0282,SPC_ATTR_037,40.6512,-7.4125
LOT_0282,SPC_ATTR_040,132.5378,7.6683
LOT_0282,SPC_ATTR_160,5081.0,4.2707
LOT_0282,SPC_ATTR_295,2077.2007,3.512
LOT_0283,SPC_ATTR_115,0.0149,8.8591
LOT_0283,SPC_ATTR_250,0.1159,7.2814
LOT_0283,SPC_ATTR_388,0.037,7.3484
LOT_0283,SPC_ATTR_522,776.2169,7.4145
LOT_0284,SPC_ATTR_011,0.0306,3.2739
LOT_0284,SPC_ATTR_146,0.1473,3.1528
LOT_0284,SPC_ATTR_147,0.1925,6.2942
LOT_0284,SPC_ATTR_281,0.0415,3.6196
LOT_0284,SPC_ATTR_282,0.0597,8.0444
LOT_0284,SPC_ATTR_434,955.286,3.3208
LOT_0284,SPC_ATTR_560,0.9412,3.0562
LOT_0284,SPC_ATTR_562,95.8686,3.3419
LOT_0285,SPC_ATTR_139,95.0999,3.0373
LOT_0285,SPC_ATTR_412,4.294,3.0426
LOT_0286,SPC_ATTR_215,0.5523,8.3079
LOT_0286,SPC_ATTR_353,0.1386,8.7591
LOT_0286,SPC_ATTR_484,989.4737,4.0594
LOT_0287,SPC_ATTR_146,0.1973,5.0367
LOT_0287,SPC_ATTR_147,0.2309,8.0521
LOT_0287,SPC_ATTR_225,0.322,3.6881
LOT_0287,SPC_ATTR_281,0.0452,4.1903
LOT_0287,SPC_ATTR_282,0.0527,6.782
LOT_0287,SPC_ATTR_363,0.0976,3.66
LOT_0287,SPC_ATTR_497,136.6228,4.3359
LOT_0288,SPC_ATTR_139,95.0999,3.0373
LOT_0288,SPC_ATTR_146,0.2084,5.4549
LOT_0288,SPC_ATTR_147,0.1501,4.3531
LOT_0288,SPC_ATTR_281,0.0511,5.1004
LOT_0288,SPC_ATTR_282,0.0448,5.3573
LOT_0288,SPC_ATTR_412,4.294,3.0426
LOT_0289,SPC_ATTR_139,95.0999,3.0373
LOT_0289,SPC_ATTR_146,0.2291,6.2348
LOT_0289,SPC_ATTR_147,0.1639,4.9849
LOT_0289,SPC_ATTR_281,0.0539,5.5323
LOT_0289,SPC_ATTR_282,0.0448,5.3573
LOT_0289,SPC_ATTR_412,4.294,3.0426
LOT_0290,SPC_ATTR_146,0.214,5.6659
LOT_0290,SPC_ATTR_147,0.1644,5.0078
LOT_0290,SPC_ATTR_212,0.1445,3.5091
LOT_0290,SPC_ATTR_281,0.0542,5.5786
LOT_0290,SPC_ATTR_282,0.046,5.5737
LOT_0290,SPC_ATTR_350,0.0594,3.2206
LOT_0290,SPC_ATTR_564,1.1978,4.2556
LOT_0291,SPC_ATTR_002,2786.97,3.6205
LOT_0291,SPC_ATTR_582,382.6619,3.2532
LOT_0291,SPC_ATTR_590,382.6619,3.014
LOT_0292,SPC_ATTR_065,38.6282,3.6336
LOT_0292,SPC_ATTR_189,111.677,3.1534
LOT_0292,SPC_ATTR_325,36.0558,3.4347
LOT_0293,SPC_ATTR_011,0.053,5.682
LOT_0293,SPC_ATTR_139,95.0999,3.0373
LOT_0293,SPC_ATTR_146,0.2457,6.8603
LOT_0293,SPC_ATTR_147,0.1618,4.8888
LOT_0293,SPC_ATTR_281,0.0669,7.5376
LOT_0293,SPC_ATTR_282,0.0457,5.5196
LOT_0293,SPC_ATTR_412,4.294,3.0426
LOT_0295,SPC_ATTR_072,221.6792,3.7075
LOT_0295,SPC_ATTR_485,902.8571,3.2261
LOT_0296,SPC_ATTR_139,95.0999,3.0373
LOT_0296,SPC_ATTR_146,0.2045,5.308
LOT_0296,SPC_ATTR_147,0.165,5.0352
LOT_0296,SPC_ATTR_281,0.0516,5.1775
LOT_0296,SPC_ATTR_282,0.0435,5.1228
LOT_0296,SPC_ATTR_412,4.294,3.0426
LOT_0296,SPC_ATTR_559,1.3061,3.7096
LOT_0297,SPC_ATTR_560,1.0737,3.7141
LOT_0297,SPC_ATTR_562,101.1146,3.6176
LOT_0298,SPC_ATTR_215,0.4615,6.6996
LOT_0298,SPC_ATTR_353,0.1085,6.4714
LOT_0299,SPC_ATTR_146,0.1908,4.7918
LOT_0299,SPC_ATTR_147,0.1615,4.875
LOT_0299,SPC_ATTR_281,0.0531,5.4089
LOT_0299,SPC_ATTR_282,0.0405,4.5818
LOT_0299,SPC_ATTR_485,951.6484,3.455
LOT_0300,SPC_ATTR_011,0.0396,4.2415
LOT_0300,SPC_ATTR_146,0.2374,6.5476
LOT_0300,SPC_ATTR_147,0.1588,4.7514
LOT_0300,SPC_ATTR_281,0.0639,7.0748
LOT_0300,SPC_ATTR_282,0.0445,5.3032
LOT_0301,SPC_ATTR_088,0.7749,-16.1519
LOT_0301,SPC_ATTR_223,0.9886,17.5158
LOT_0301,SPC_ATTR_361,0.409,20.2997
LOT_0301,SPC_ATTR_495,127.5728,19.1402
LOT_0301,SPC_ATTR_570,55.2842,3.3453
LOT_0303,SPC_ATTR_571,331.9618,-11.3466
LOT_0304,SPC_ATTR_162,17801.0,3.2398
LOT_0304,SPC_ATTR_297,8099.8801,3.1495
LOT_0304,SPC_ATTR_550,2.722,3.0575
LOT_0304,SPC_ATTR_553,1.1891,3.3031
LOT_0304,SPC_ATTR_556,184.2102,3.5919
LOT_0305,SPC_ATTR_108,-0.2749,-3.1224
LOT_0305,SPC_ATTR_217,0.1809,3.7811
LOT_0305,SPC_ATTR_355,0.0841,3.2277
LOT_0306,SPC_ATTR_063,87.4618,-3.3654
LOT_0306,SPC_ATTR_067,670.2245,-3.1355
LOT_0306,SPC_ATTR_071,587.9964,-3.2608
LOT_0306,SPC_ATTR_146,0.2247,6.0691
LOT_0306,SPC_ATTR_147,0.1738,5.4381
LOT_0306,SPC_ATTR_212,0.1466,3.5931
LOT_0306,SPC_ATTR_281,0.0496,4.869
LOT_0306,SPC_ATTR_282,0.0459,5.5556
LOT_0306,SPC_ATTR_350,0.0656,3.8053
LOT_0308,SPC_ATTR_139,95.0999,3.0373
LOT_0308,SPC_ATTR_412,4.294,3.0426
LOT_0309,SPC_ATTR_042,37.88,14.6274
LOT_0309,SPC_ATTR_139,95.0999,3.0373
LOT_0309,SPC_ATTR_145,0.3089,3.0793
LOT_0309,SPC_ATTR_146,0.1963,4.999
LOT_0309,SPC_ATTR_147,0.1509,4.3898
LOT_0309,SPC_ATTR_280,0.1081,3.3044
LOT_0309,SPC_ATTR_281,0.0542,5.5786
LOT_0309,SPC_ATTR_282,0.0424,4.9244
LOT_0309,SPC_ATTR_412,4.294,3.0426
LOT_0309,SPC_ATTR_418,21.6317,3.315
LOT_0310,SPC_ATTR_065,36.8864,3.2837
LOT_0310,SPC_ATTR_146,0.2207,5.9184
LOT_0310,SPC_ATTR_147,0.1427,4.0144
LOT_0310,SPC_ATTR_281,0.0563,5.9025
LOT_0310,SPC_ATTR_282,0.0437,5.1589
LOT_0311,SPC_ATTR_139,95.0999,3.0373
LOT_0311,SPC_ATTR_146,0.1945,4.9312
LOT_0311,SPC_ATTR_147,0.1815,5.7906
LOT_0311,SPC_ATTR_281,0.0474,4.5297
LOT_0311,SPC_ATTR_282,0.0435,5.1228
LOT_0311,SPC_ATTR_412,4.294,3.0426
LOT_0312,SPC_ATTR_035,59.7711,7.7696
LOT_0312,SPC_ATTR_036,79.2786,5.7182
LOT_0312,SPC_ATTR_037,40.2289,-7.7696
LOT_0312,SPC_ATTR_040,133.3898,8.1397
LOT_0312,SPC_ATTR_093,0.0105,3.0929
LOT_0312,SPC_ATTR_106,-0.0105,-3.1237
LOT_0312,SPC_ATTR_139,95.0999,3.0373
LOT_0312,SPC_ATTR_412,4.294,3.0426
LOT_0313,SPC_ATTR_559,1.296,3.5892
LOT_0314,SPC_ATTR_024,908.25,3.4159
LOT_0314,SPC_ATTR_033,92.072,3.3232
LOT_0314,SPC_ATTR_035,59.3488,7.4125
LOT_0314,SPC_ATTR_036,78.254,5.3202
LOT_0314,SPC_ATTR_037,40.6512,-7.4125
LOT_0314,SPC_ATTR_040,132.5378,7.6683
LOT_0314,SPC_ATTR_162,18389.0,3.3785
LOT_0314,SPC_ATTR_211,0.2329,3.4241
LOT_0314,SPC_ATTR_297,9098.3071,3.655
LOT_0314,SPC_ATTR_349,0.0622,3.1608
LOT_0315,SPC_ATTR_211,0.2339,3.4479
LOT_0316,SPC_ATTR_211,0.2177,3.0627
LOT_0316,SPC_ATTR_345,51.8733,3.2215
LOT_0317,SPC_ATTR_011,0.0366,3.9189
LOT_0317,SPC_ATTR_146,0.2507,7.0487
LOT_0317,SPC_ATTR_147,0.1592,4.7697
LOT_0317,SPC_ATTR_281,0.0647,7.1982
LOT_0317,SPC_ATTR_282,0.0465,5.6638
LOT_0317,SPC_ATTR_582,510.041,4.7087
LOT_0317,SPC_ATTR_590,510.041,4.3707
LOT_0318,SPC_ATTR_025,-14804.5,-4.9974
LOT_0318,SPC_ATTR_511,184.3478,3.4115
LOT_0319,SPC_ATTR_033,92.072,3.3232
LOT_0319,SPC_ATTR_035,59.3488,7.4125
LOT_0319,SPC_ATTR_036,78.254,5.3202
LOT_0319,SPC_ATTR_037,40.6512,-7.4125
LOT_0319,SPC_ATTR_040,132.5378,7.6683
LOT_0319,SPC_ATTR_248,0.3021,3.719
LOT_0319,SPC_ATTR_520,63.7718,3.2909
LOT_0320,SPC_ATTR_089,2105.1823,5.5544
LOT_0321,SPC_ATTR_211,0.2285,3.3195
LOT_0321,SPC_ATTR_349,0.069,3.7341
LOT_0321,SPC_ATTR_575,99.8394,3.3684
LOT_0321,SPC_ATTR_577,57.6677,3.0792
LOT_0322,SPC_ATTR_286,5.2137,3.213
LOT_0322,SPC_ATTR_349,0.063,3.2283
LOT_0322,SPC_ATTR_571,317.1964,-12.1903
LOT_0322,SPC_ATTR_575,91.9336,3.0747
LOT_0322,SPC_ATTR_577,90.4235,5.0149
LOT_0323,SPC_ATTR_033,92.072,3.3232
LOT_0323,SPC_ATTR_035,59.3488,7.4125
LOT_0323,SPC_ATTR_036,78.254,5.3202
LOT_0323,SPC_ATTR_037,40.6512,-7.4125
LOT_0323,SPC_ATTR_040,132.5378,7.6683
LOT_0323,SPC_ATTR_161,3645.0,5.3751
LOT_0323,SPC_ATTR_296,1762.2696,5.3231
LOT_0324,SPC_ATTR_248,0.2817,3.414
LOT_0324,SPC_ATTR_520,60.5469,3.087
LOT_0325,SPC_ATTR_001,2787.49,-3.0828
LOT_0326,SPC_ATTR_080,0.0786,3.2557
LOT_0326,SPC_ATTR_132,1.009,4.972
LOT_0327,SPC_ATTR_090,0.3648,3.3624
LOT_0327,SPC_ATTR_461,70.2619,3.0794
LOT_0327,SPC_ATTR_560,0.9412,3.0562
LOT_0327,SPC_ATTR_562,95.8686,3.3419
LOT_0328,SPC_ATTR_080,0.0751,3.1041
LOT_0328,SPC_ATTR_211,0.2812,4.5723
LOT_0328,SPC_ATTR_240,0.0161,7.9979
LOT_0328,SPC_ATTR_349,0.0799,4.653
LOT_0328,SPC_ATTR_378,0.0051,7.5567
LOT_0329,SPC_ATTR_211,0.2191,3.096
LOT_0330,SPC_ATTR_024,2363.0,4.47
LOT_0330,SPC_ATTR_122,15.46,-3.3772
LOT_0330,SPC_ATTR_124,15.17,-6.0902
LOT_0330,SPC_ATTR_132,1.019,9.4145
LOT_0330,SPC_ATTR_162,20499.0,3.8762
LOT_0330,SPC_ATTR_297,9548.6268,3.883
LOT_0330,SPC_ATTR_433,867.4989,6.0872
LOT_0331,SPC_ATTR_021,1.3402,-3.8749
LOT_0331,SPC_ATTR_211,0.2517,3.871
LOT_0331,SPC_ATTR_349,0.0619,3.1356
LOT_0332,SPC_ATTR_211,0.2909,4.8029
LOT_0332,SPC_ATTR_349,0.0712,3.9196
LOT_0333,SPC_ATTR_024,1932.5,4.1581
LOT_0333,SPC_ATTR_162,22267.0,4.2933
LOT_0333,SPC_ATTR_229,0.0519,3.1695
LOT_0333,SPC_ATTR_297,10797.2686,4.5152
LOT_0335,SPC_ATTR_550,4.7366,6.0494
LOT_0335,SPC_ATTR_553,2.0577,6.4475
LOT_0335,SPC_ATTR_556,249.1887,5.4375
LOT_0336,SPC_ATTR_369,0.0097,3.0982
LOT_0336,SPC_ATTR_426,112.6963,4.5533
LOT_0336,SPC_ATTR_433,495.2039,3.1369
LOT_0336,SPC_ATTR_575,112.5998,3.8424
LOT_0336,SPC_ATTR_577,57.5986,3.0751
LOT_0336,SPC_ATTR_580,0.0506,3.5032
LOT_0336,SPC_ATTR_588,0.0506,3.8743
LOT_0336,SPC_ATTR_589,0.0146,3.2497
LOT_0337,SPC_ATTR_063,85.5091,-3.5917
LOT_0337,SPC_ATTR_064,35.8527,3.0707
LOT_0337,SPC_ATTR_067,670.3055,-3.1285
LOT_0337,SPC_ATTR_071,582.4818,-3.8389
LOT_0338,SPC_ATTR_122,15.46,-3.3772
LOT_0338,SPC_ATTR_124,15.17,-6.0902
LOT_0338,SPC_ATTR_132,1.019,9.4145
LOT_0338,SPC_ATTR_357,2.4793,3.0515
LOT_0338,SPC_ATTR_481,192.1373,3.2613
LOT_0338,SPC_ATTR_547,2.3393,3.3405
LOT_0338,SPC_ATTR_550,4.8467,6.2129
LOT_0338,SPC_ATTR_553,1.9718,6.1366
LOT_0338,SPC_ATTR_556,207.1889,4.2446
LOT_0339,SPC_ATTR_122,15.46,-3.3772
LOT_0339,SPC_ATTR_124,15.17,-6.0902
LOT_0339,SPC_ATTR_132,1.019,9.4145
LOT_0339,SPC_ATTR_213,0.1616,3.4888
LOT_0339,SPC_ATTR_217,0.1923,4.2236
LOT_0339,SPC_ATTR_351,0.0682,3.141
LOT_0339,SPC_ATTR_355,0.0871,3.4572
LOT_0340,SPC_ATTR_122,15.46,-3.3772
LOT_0340,SPC_ATTR_124,15.17,-6.0902
LOT_0340,SPC_ATTR_132,1.019,9.4145
LOT_0341,SPC_ATTR_077,0.0723,3.0627
LOT_0341,SPC_ATTR_582,706.824,6.9571
LOT_0341,SPC_ATTR_590,706.824,6.4665
LOT_0342,SPC_ATTR_073,72.9911,-4.2075
LOT_0342,SPC_ATTR_074,527.6098,3.38
LOT_0342,SPC_ATTR_220,0.0087,3.3086
LOT_0342,SPC_ATTR_346,137.2989,7.3854
LOT_0342,SPC_ATTR_347,136.5754,7.6595
LOT_0342,SPC_ATTR_358,0.003,3.994
LOT_0342,SPC_ATTR_571,379.0045,-8.6584
LOT_0342,SPC_ATTR_590,706.824,6.4665
LOT_0343,SPC_ATTR_485,858.1197,3.0162
LOT_0346,SPC_ATTR_511,247.343,5.0828
LOT_0348,SPC_ATTR_073,-59.4777,-11.4115
LOT_0348,SPC_ATTR_074,670.8459,11.5046
LOT_0348,SPC_ATTR_248,0.4914,6.5494
LOT_0348,SPC_ATTR_346,141.0364,7.5988
LOT_0348,SPC_ATTR_347,141.6185,7.9548
LOT_0348,SPC_ATTR_386,0.0677,3.9171
LOT_0348,SPC_ATTR_520,108.754,6.1353
LOT_0348,SPC_ATTR_571,360.7645,-9.7007
LOT_0348,SPC_ATTR_574,1.4024,4.2529
LOT_0348,SPC_ATTR_576,0.3742,3.975
LOT_0348,SPC_ATTR_578,58.6845,3.3673
LOT_0349,SPC_ATTR_047,770.7238,3.0444
LOT_0349,SPC_ATTR_051,659.0282,3.0974
LOT_0349,SPC_ATTR_151,18.473,3.5963
LOT_0349,SPC_ATTR_215,0.5324,7.9554
LOT_0349,SPC_ATTR_353,0.1273,7.9003
LOT_0349,SPC_ATTR_550,3.4902,4.1984
LOT_0349,SPC_ATTR_553,1.3934,4.0427
LOT_0350,SPC_ATTR_023,3589.0,3.0106
LOT_0350,SPC_ATTR_161,3803.0,5.65
LOT_0350,SPC_ATTR_215,0.321,4.2109
LOT_0350,SPC_ATTR_296,1815.0146,5.5092
LOT_0350,SPC_ATTR_349,0.0611,3.0681
LOT_0350,SPC_ATTR_353,0.0719,3.6896
LOT_0351,SPC_ATTR_219,8.8015,4.2976
LOT_0351,SPC_ATTR_357,2.8348,3.9703
LOT_0351,SPC_ATTR_491,142.8436,5.0691
LOT_0352,SPC_ATTR_155,24.504,3.2077
LOT_0352,SPC_ATTR_216,0.1733,3.03
LOT_0353,SPC_ATTR_136,371.0,4.3973
LOT_0353,SPC_ATTR_211,0.2459,3.7331
LOT_0353,SPC_ATTR_271,59.1771,3.5607
LOT_0353,SPC_ATTR_409,16.4608,4.3132
LOT_0353,SPC_ATTR_548,420.71,3.3894
LOT_0354,SPC_ATTR_132,1.009,4.972
LOT_0354,SPC_ATTR_211,0.2191,3.096
LOT_0355,SPC_ATTR_560,0.9412,3.0562
LOT_0355,SPC_ATTR_562,95.8686,3.3419
LOT_0356,SPC_ATTR_101,-0.0012,-3.3118
LOT_0357,SPC_ATTR_115,0.0157,9.3387
LOT_0357,SPC_ATTR_182,1.242,3.0981
LOT_0357,SPC_ATTR_454,12.3466,3.0592
LOT_0358,SPC_ATTR_002,2226.99,-3.3437
LOT_0359,SPC_ATTR_575,110.9809,3.7822
LOT_0359,SPC_ATTR_577,56.8478,3.0307
LOT_0361,SPC_ATTR_293,0.049,3.0027
LOT_0361,SPC_ATTR_481,182.8246,3.0008
LOT_0362,SPC_ATTR_211,0.2236,3.203
LOT_0363,SPC_ATTR_035,59.7711,7.7696
LOT_0363,SPC_ATTR_036,79.2786,5.7182
LOT_0363,SPC_ATTR_037,40.2289,-7.7696
LOT_0363,SPC_ATTR_040,133.3898,8.1397
LOT_0363,SPC_ATTR_248,0.4599,6.0784
LOT_0363,SPC_ATTR_386,0.0707,4.1259
LOT_0363,SPC_ATTR_520,101.5971,5.6827
LOT_0364,SPC_ATTR_484,820.7547,3.1846
LOT_0365,SPC_ATTR_226,2458.2998,3.2718
LOT_0366,SPC_ATTR_011,-0.0324,-3.4988
LOT_0367,SPC_ATTR_132,1.009,4.972
LOT_0367,SPC_ATTR_211,0.2791,4.5224
LOT_0367,SPC_ATTR_226,2470.9995,3.3011
LOT_0367,SPC_ATTR_349,0.0674,3.5992
LOT_0367,SPC_ATTR_498,28.5344,3.3719
LOT_0367,SPC_ATTR_582,388.9648,3.3253
LOT_0367,SPC_ATTR_590,388.9648,3.0811
LOT_0368,SPC_ATTR_076,0.1165,5.5358
LOT_0368,SPC_ATTR_158,0.2876,6.0827
LOT_0368,SPC_ATTR_181,48.67,8.9553
LOT_0368,SPC_ATTR_182,1.313,3.4145
LOT_0368,SPC_ATTR_185,2.1552,18.2434
LOT_0368,SPC_ATTR_188,55.88,4.407
LOT_0368,SPC_ATTR_189,191.83,6.845
LOT_0368,SPC_ATTR_211,0.3685,6.6477
LOT_0368,SPC_ATTR_215,0.3418,4.5794
LOT_0368,SPC_ATTR_293,0.0831,5.9695
LOT_0368,SPC_ATTR_317,13.0958,6.9886
LOT_0368,SPC_ATTR_321,0.6278,18.3376
LOT_0368,SPC_ATTR_324,14.7236,3.7041
LOT_0368,SPC_ATTR_325,51.8678,5.8247
LOT_0368,SPC_ATTR_349,0.1251,8.4635
LOT_0368,SPC_ATTR_353,0.0979,5.6657
LOT_0368,SPC_ATTR_453,13.9776,9.3895
LOT_0368,SPC_ATTR_454,12.9682,3.3354
LOT_0368,SPC_ATTR_457,143.0261,16.0845
LOT_0368,SPC_ATTR_460,8.9992,4.5786
LOT_0368,SPC_ATTR_461,118.7998,6.7192
LOT_0368,SPC_ATTR_590,388.9648,3.0811
LOT_0369,SPC_ATTR_167,10.3,6.7078
LOT_0369,SPC_ATTR_302,2.9751,6.2201
LOT_0369,SPC_ATTR_438,15.6271,7.2057
LOT_0369,SPC_ATTR_590,388.9648,3.0811
LOT_0370,SPC_ATTR_009,1.226,-3.2053
LOT_0370,SPC_ATTR_146,0.1539,3.4015
LOT_0370,SPC_ATTR_590,388.9648,3.0811
LOT_0371,SPC_ATTR_132,1.009,4.972
LOT_0372,SPC_ATTR_116,544.0254,-4.1545
LOT_0372,SPC_ATTR_154,0.0696,6.171
LOT_0372,SPC_ATTR_289,0.0204,5.6117
LOT_0372,SPC_ATTR_427,7.3407,6.1337
LOT_0373,SPC_ATTR_136,308.0,3.3025
LOT_0373,SPC_ATTR_409,13.8933,3.3173
LOT_0373,SPC_ATTR_559,1.2923,3.5451
LOT_0373,SPC_ATTR_561,0.2547,3.5336
LOT_0375,SPC_ATTR_172,0.3382,3.5886
LOT_0375,SPC_ATTR_307,0.1402,3.6054
LOT_0375,SPC_ATTR_443,3.3832,3.0916
LOT_0376,SPC_ATTR_114,0.873,-5.9692
LOT_0376,SPC_ATTR_115,0.0414,24.7464
LOT_0376,SPC_ATTR_122,15.46,-3.3772
LOT_0376,SPC_ATTR_124,15.17,-6.0902
LOT_0376,SPC_ATTR_132,1.019,9.4145
LOT_0376,SPC_ATTR_151,19.781,3.9998
LOT_0376,SPC_ATTR_249,0.9732,19.2552
LOT_0376,SPC_ATTR_250,0.4138,26.1705
LOT_0376,SPC_ATTR_286,6.4656,4.5131
LOT_0376,SPC_ATTR_387,0.3068,19.2742
LOT_0376,SPC_ATTR_388,0.1309,26.1698
LOT_0376,SPC_ATTR_521,111.4746,19.076
LOT_0376,SPC_ATTR_522,1000.0,9.5846
LOT_0377,SPC_ATTR_011,-0.0329,-3.5526
LOT_0377,SPC_ATTR_092,-0.2702,-3.1094
LOT_0378,SPC_ATTR_040,124.6244,3.2895
LOT_0378,SPC_ATTR_477,65.9965,3.07
LOT_0379,SPC_ATTR_109,0.3938,4.6634
LOT_0379,SPC_ATTR_116,598.8947,-3.0335
LOT_0379,SPC_ATTR_211,0.255,3.9495
LOT_0379,SPC_ATTR_349,0.0634,3.262
LOT_0379,SPC_ATTR_364,783.9106,3.2463
LOT_0379,SPC_ATTR_367,0.0137,3.7305
LOT_0380,SPC_ATTR_484,839.5604,3.2821
LOT_0381,SPC_ATTR_220,0.0105,4.4022
LOT_0381,SPC_ATTR_358,0.003,3.994
LOT_0381,SPC_ATTR_434,970.1357,3.3866
LOT_0381,SPC_ATTR_492,8.0405,4.5723
LOT_0383,SPC_ATTR_559,1.2923,3.5451
LOT_0383,SPC_ATTR_561,0.2547,3.5336
LOT_0384,SPC_ATTR_573,434.04,4.6995
LOT_0384,SPC_ATTR_574,1.3634,4.096
LOT_0384,SPC_ATTR_575,136.0771,4.7145
LOT_0384,SPC_ATTR_576,0.4161,4.5931
LOT_0384,SPC_ATTR_577,84.9156,4.6894
LOT_0384,SPC_ATTR_578,82.8827,5.3055
LOT_0384,SPC_ATTR_580,0.0607,4.5509
LOT_0384,SPC_ATTR_581,0.0188,4.3017
LOT_0384,SPC_ATTR_588,0.0607,5.021
LOT_0384,SPC_ATTR_589,0.0188,4.7147
LOT_0385,SPC_ATTR_033,92.072,3.3232
LOT_0385,SPC_ATTR_035,59.3488,7.4125
LOT_0385,SPC_ATTR_036,78.254,5.3202
LOT_0385,SPC_ATTR_037,40.6512,-7.4125
LOT_0385,SPC_ATTR_040,132.5378,7.6683
LOT_0385,SPC_ATTR_588,0.0607,5.021
LOT_0385,SPC_ATTR_589,0.0188,4.7147
LOT_0386,SPC_ATTR_011,-0.0289,-3.1226
LOT_0386,SPC_ATTR_042,37.88,14.6274
LOT_0386,SPC_ATTR_095,-0.0014,-7.8793
LOT_0386,SPC_ATTR_097,1.895,8.5522
LOT_0386,SPC_ATTR_099,-3.5885,-8.3593
LOT_0386,SPC_ATTR_102,-0.0016,-7.2081
LOT_0386,SPC_ATTR_161,3936.0,5.8814
LOT_0386,SPC_ATTR_229,0.095,7.1806
LOT_0386,SPC_ATTR_289,0.0135,3.2616
LOT_0386,SPC_ATTR_296,1880.0471,5.7385
LOT_0386,SPC_ATTR_367,0.0219,7.173
LOT_0386,SPC_ATTR_368,0.0261,8.2723
LOT_0386,SPC_ATTR_369,0.0178,6.9426
LOT_0386,SPC_ATTR_564,1.0607,3.1296
LOT_0387,SPC_ATTR_033,92.072,3.3232
LOT_0387,SPC_ATTR_035,59.3488,7.4125
LOT_0387,SPC_ATTR_036,78.254,5.3202
LOT_0387,SPC_ATTR_037,40.6512,-7.4125
LOT_0387,SPC_ATTR_040,132.5378,7.6683
LOT_0387,SPC_ATTR_169,0.288,3.4342
LOT_0387,SPC_ATTR_304,0.0938,3.6838
LOT_0388,SPC_ATTR_024,670.25,3.2435
LOT_0388,SPC_ATTR_225,0.3889,4.6275
LOT_0388,SPC_ATTR_363,0.1167,4.5425
LOT_0388,SPC_ATTR_485,922.0104,3.316
LOT_0388,SPC_ATTR_497,162.3864,5.3823
LOT_0390,SPC_ATTR_132,1.009,4.972
LOT_0392,SPC_ATTR_547,2.3906,3.4723
LOT_0392,SPC_ATTR_550,3.0519,3.5474
LOT_0392,SPC_ATTR_553,1.4274,4.1658
LOT_0393,SPC_ATTR_132,1.009,4.972
LOT_0394,SPC_ATTR_360,0.0456,3.6099
LOT_0394,SPC_ATTR_571,336.6718,-11.0774
LOT_0394,SPC_ATTR_574,1.2515,3.6457
LOT_0394,SPC_ATTR_576,0.3603,3.77
LOT_0394,SPC_ATTR_578,55.1208,3.0819
LOT_0395,SPC_ATTR_009,1.191,-3.6789
LOT_0395,SPC_ATTR_146,0.2038,5.2816
