lot_id,event_time,yield_pass,sensor_na_rate,n_spc_alarms
LOT_0483,2008-08-28T16:01:00,True,0.0542,0
LOT_0484,2008-08-28T16:43:00,True,0.0814,3
LOT_0485,2008-08-28T16:52:00,True,0.0542,6
LOT_0486,2008-08-28T17:21:00,True,0.0542,0
LOT_0487,2008-08-28T17:27:00,True,0.0746,0
LOT_0488,2008-08-28T17:32:00,True,0.061,4
LOT_0489,2008-08-28T18:05:00,True,0.0407,3
LOT_0490,2008-08-28T18:10:00,True,0.0339,1
LOT_0491,2008-08-28T18:15:00,True,0.0542,12
LOT_0492,2008-08-28T18:25:00,True,0.0678,1
LOT_0493,2008-08-28T18:47:00,True,0.061,6
LOT_0494,2008-08-28T18:57:00,True,0.0678,0
LOT_0495,2008-08-28T20:20:00,True,0.0746,2
LOT_0496,2008-08-28T20:39:00,False,0.0407,0
LOT_0497,2008-08-28T21:03:00,True,0.0407,0
LOT_0498,2008-08-28T21:52:00,True,0.0746,13
LOT_0499,2008-08-28T22:57:00,True,0.0475,4
LOT_0500,2008-08-28T23:40:00,True,0.061,1
LOT_0501,2008-08-28T23:42:00,True,0.0814,4
LOT_0502,2008-08-29T00:49:00,True,0.0475,1
LOT_0503,2008-08-29T01:06:00,True,0.0542,4
LOT_0504,2008-08-29T02:38:00,True,0.0542,9
LOT_0505,2008-08-29T02:39:00,True,0.0407,5
LOT_0506,2008-08-29T03:27:00,True,0.0814,3
LOT_0507,2008-08-29T03:33:00,True,0.0542,3
LOT_0508,2008-08-29T03:46:00,True,0.0475,1
LOT_0509,2008-08-29T04:55:00,False,0.0407,5
LOT_0510,2008-08-29T04:56:00,True,0.0407,4
LOT_0511,2008-08-29T05:16:00,True,0.0475,11
LOT_0512,2008-08-29T05:54:00,True,0.1695,4
LOT_0513,2008-08-29T05:54:00,True,0.1424,0
LOT_0514,2008-08-29T05:57:00,True,0.061,5
LOT_0515,2008-08-29T05:57:00,True,0.0407,1
LOT_0516,2008-08-29T06:35:00,True,0.0746,9
LOT_0517,2008-08-29T06:37:00,True,0.0407,3
LOT_0518,2008-08-29T06:40:00,True,0.0339,0
LOT_0519,2008-08-29T06:45:00,False,0.0542,3
LOT_0520,2008-08-29T06:54:00,True,0.0475,2
LOT_0521,2008-08-29T07:18:00,True,0.0475,2
LOT_0522,2008-08-29T07:22:00,True,0.061,2
LOT_0523,2008-08-29T07:24:00,True,0.0746,0
LOT_0524,2008-08-29T07:33:00,True,0.061,5
LOT_0525,2008-08-29T07:33:00,True,0.0339,6
LOT_0526,2008-08-29T08:10:00,True,0.0339,1
LOT_0527,2008-08-29T08:20:00,True,0.0746,9
LOT_0528,2008-08-29T08:41:00,True,0.0407,3
LOT_0529,2008-08-29T08:45:00,True,0.0814,10
LOT_0530,2008-08-29T12:21:00,True,0.0475,8
LOT_0531,2008-08-29T12:22:00,True,0.061,3
LOT_0532,2008-08-29T12:37:00,True,0.0542,0
LOT_0533,2008-08-29T13:04:00,True,0.061,2
LOT_0534,2008-08-29T13:14:00,True,0.0814,6
LOT_0535,2008-08-29T13:27:00,True,0.0814,0
LOT_0536,2008-08-29T13:49:00,True,0.0407,2
LOT_0537,2008-08-29T14:11:00,True,0.0475,0
LOT_0538,2008-08-29T14:18:00,True,0.061,7
LOT_0539,2008-08-29T14:30:00,True,0.0678,14
LOT_0540,2008-08-29T15:01:00,True,0.061,16
LOT_0541,2008-08-29T15:43:00,True,0.0746,2
LOT_0542,2008-08-29T16:26:00,True,0.0746,5
LOT_0543,2008-08-29T20:21:00,True,0.0746,4
LOT_0544,2008-08-29T20:49:00,True,0.0407,7
LOT_0545,2008-08-29T21:25:00,True,0.0542,6
LOT_0546,2008-08-29T21:46:00,True,0.0678,13
LOT_0547,2008-08-29T21:54:00,True,0.0407,2
LOT_0548,2008-08-29T22:11:00,True,0.0475,4
LOT_0549,2008-08-29T22:45:00,True,0.0407,0
LOT_0550,2008-08-29T22:49:00,True,0.0678,0
LOT_0551,2008-08-29T22:56:00,True,0.0407,8
LOT_0552,2008-08-30T00:01:00,True,0.061,2
LOT_0553,2008-08-30T00:05:00,True,0.0678,7
LOT_0554,2008-08-30T00:57:00,True,0.061,0
LOT_0555,2008-08-30T01:29:00,True,0.061,2
LOT_0556,2008-08-30T02:08:00,True,0.061,8
LOT_0557,2008-08-30T02:22:00,True,0.0814,5
LOT_0558,2008-08-30T02:32:00,True,0.061,12
LOT_0559,2008-08-30T02:39:00,True,0.061,4
LOT_0560,2008-08-30T02:50:00,True,0.0475,0
LOT_0561,2008-08-30T03:10:00,True,0.0542,1
LOT_0562,2008-08-30T04:20:00,True,0.0475,6
LOT_0563,2008-08-30T04:24:00,True,0.0407,3
LOT_0564,2008-08-30T04:55:00,True,0.0746,1
LOT_0565,2008-08-30T05:05:00,True,0.0814,5
LOT_0566,2008-08-30T05:05:00,True,0.0593,6
LOT_0567,2008-08-30T05:38:00,True,0.0746,0
LOT_0568,2008-08-30T05:51:00,True,0.0542,0
LOT_0569,2008-08-30T07:50:00,True,0.0339,7
LOT_0570,2008-08-30T07:54:00,True,0.0593,2
LOT_0571,2008-08-30T08:10:00,True,0.0814,3
LOT_0572,2008-08-30T08:29:00,True,0.0407,7
LOT_0573,2008-08-30T08:42:00,True,0.0475,1
LOT_0574,2008-08-30T08:53:00,True,0.0475,1
LOT_0575,2008-08-30T09:13:00,True,0.061,2
LOT_0576,2008-08-30T09:37:00,True,0.0542,0
LOT_0577,2008-08-30T09:45:00,False,0.0407,9
LOT_0578,2008-08-30T10:15:00,True,0.0407,2
LOT_0579,2008-08-30T10:16:00,True,0.0814,0
LOT_0580,2008-08-30T11:12:00,True,0.0475,0
LOT_0581,2008-08-30T11:14:00,True,0.0542,2
LOT_0582,2008-08-30T11:18:00,True,0.0678,2
LOT_0583,2008-08-30T11:57:00,True,0.061,4
LOT_0584,2008-08-30T14:10:00,False,0.0407,0
LOT_0585,2008-08-30T14:23:00,True,0.061,2
LOT_0586,2008-08-30T14:37:00,True,0.0746,7
LOT_0587,2008-08-30T15:06:00,True,0.061,4
LOT_0588,2008-08-30T15:16:00,True,0.0339,4
LOT_0589,2008-08-30T15:37:00,True,0.0339,1
LOT_0590,2008-08-30T15:50:00,True,0.0864,0
LOT_0591,2008-08-30T15:57:00,True,0.0678,0
LOT_0592,2008-08-30T16:24:00,True,0.0407,3
LOT_0593,2008-08-30T17:05:00,True,0.0678,7
LOT_0594,2008-08-30T17:49:00,True,0.0542,7
LOT_0595,2008-08-30T19:21:00,True,0.0746,2
LOT_0596,2008-08-30T19:27:00,True,0.0475,2
LOT_0597,2008-08-30T20:11:00,True,0.0475,5
LOT_0598,2008-08-30T20:53:00,True,0.0814,7
LOT_0599,2008-08-30T21:53:00,True,0.0407,1
LOT_0600,2008-08-30T23:51:00,True,0.061,7
LOT_0601,2008-08-31T02:57:00,True,0.0678,2
LOT_0602,2008-08-31T04:46:00,False,0.0814,0
LOT_0603,2008-08-31T05:05:00,True,0.0542,0
LOT_0604,2008-08-31T09:11:00,True,0.0542,6
LOT_0605,2008-08-31T10:36:00,True,0.061,4
LOT_0606,2008-08-31T10:59:00,False,0.061,10
LOT_0607,2008-08-31T10:59:00,True,0.0475,3
LOT_0608,2008-08-31T11:03:00,True,0.0678,13
LOT_0609,2008-08-31T15:09:00,True,0.0407,1
LOT_0610,2008-08-31T15:13:00,True,0.061,5
LOT_0611,2008-08-31T16:32:00,True,0.0746,5
LOT_0612,2008-08-31T20:24:00,True,0.061,3
LOT_0613,2008-08-31T21:04:00,True,0.0475,0
LOT_0614,2008-08-31T21:46:00,True,0.0678,1
LOT_0615,2008-08-31T21:58:00,True,0.061,0
LOT_0616,2008-08-31T22:32:00,True,0.0542,1
LOT_0617,2008-08-31T22:48:00,True,0.0678,1
LOT_0618,2008-08-31T22:57:00,True,0.0542,1
LOT_0619,2008-01-09T00:01:00,True,0.0407,9
LOT_0620,2008-01-09T00:39:00,True,0.0678,2
LOT_0621,2008-01-09T00:45:00,True,0.061,6
LOT_0622,2008-01-09T00:53:00,True,0.0542,7
LOT_0623,2008-01-09T05:29:00,True,0.0542,5
LOT_0624,2008-01-09T05:32:00,True,0.0661,4
LOT_0625,2008-01-09T06:12:00,True,0.0475,3
LOT_0626,2008-01-09T06:21:00,True,0.0475,1
LOT_0627,2008-01-09T06:52:00,True,0.061,11
LOT_0628,2008-01-09T08:18:00,True,0.061,3
LOT_0629,2008-01-09T09:06:00,True,0.0475,4
LOT_0630,2008-01-09T09:19:00,True,0.0542,0
LOT_0631,2008-01-09T09:54:00,True,0.0542,0
LOT_0632,2008-01-09T10:57:00,True,0.0475,2
LOT_0633,2008-01-09T11:40:00,True,0.0475,3
LOT_0634,2008-01-09T16:20:00,True,0.0542,4
LOT_0635,2008-01-09T19:54:00,False,0.0678,52
LOT_0636,2008-01-09T20:51:00,True,0.0678,6
LOT_0637,2008-01-09T22:05:00,True,0.0678,2
LOT_0638,2008-01-09T23:05:00,True,0.0678,6
LOT_0639,2008-01-09T23:19:00,True,0.0542,7
LOT_0640,2008-01-09T23:24:00,True,0.0475,1
LOT_0641,2008-01-09T23:28:00,True,0.0678,2
LOT_0642,2008-01-09T23:39:00,True,0.0542,2
LOT_0643,2008-01-09T23:45:00,True,0.0678,0
LOT_0644,2008-01-09T23:59:00,True,0.0475,12
LOT_0645,2008-02-09T00:26:00,True,0.0407,0
LOT_0646,2008-02-09T00:31:00,True,0.0475,0
LOT_0647,2008-02-09T00:46:00,True,0.0746,1
LOT_0648,2008-02-09T01:09:00,True,0.0746,3
LOT_0649,2008-02-09T01:10:00,True,0.0475,1
LOT_0650,2008-02-09T01:10:00,True,0.0678,0
LOT_0651,2008-02-09T01:36:00,True,0.0339,1
LOT_0652,2008-02-09T01:50:00,True,0.0678,0
LOT_0653,2008-02-09T02:02:00,True,0.0407,4
LOT_0654,2008-02-09T02:11:00,True,0.0475,9
LOT_0655,2008-02-09T02:50:00,True,0.0407,2
LOT_0656,2008-02-09T02:52:00,True,0.0661,3
LOT_0657,2008-02-09T03:33:00,True,0.061,0
LOT_0658,2008-02-09T03:35:00,True,0.0475,2
LOT_0659,2008-02-09T03:35:00,True,0.0814,1
LOT_0660,2008-02-09T04:19:00,True,0.0814,3
LOT_0661,2008-02-09T04:22:00,True,0.0475,0
LOT_0662,2008-02-09T05:46:00,True,0.0814,2
LOT_0663,2008-02-09T06:03:00,True,0.0678,3
LOT_0664,2008-02-09T06:19:00,True,0.0746,2
LOT_0665,2008-02-09T06:32:00,True,0.0407,2
LOT_0666,2008-02-09T06:48:00,True,0.0729,1
LOT_0667,2008-02-09T07:22:00,True,0.061,4
LOT_0668,2008-02-09T07:32:00,True,0.0542,6
LOT_0669,2008-02-09T08:15:00,True,0.0475,1
LOT_0670,2008-02-09T08:54:00,True,0.0475,1
LOT_0671,2008-02-09T09:36:00,True,0.0746,3
LOT_0672,2008-02-09T09:37:00,True,0.0542,2
LOT_0673,2008-02-09T10:13:00,True,0.0407,10
LOT_0674,2008-02-09T10:21:00,True,0.0475,0
LOT_0675,2008-02-09T10:25:00,True,0.0475,0
LOT_0676,2008-02-09T10:33:00,True,0.0678,5
LOT_0677,2008-02-09T11:08:00,True,0.0881,3
LOT_0678,2008-02-09T11:22:00,True,0.0542,0
LOT_0679,2008-02-09T11:47:00,True,0.0678,0
LOT_0680,2008-02-09T11:49:00,True,0.0814,6
LOT_0681,2008-02-09T12:01:00,True,0.0881,2
LOT_0682,2008-02-09T12:17:00,True,0.0475,0
LOT_0683,2008-02-09T12:26:00,True,0.061,2
LOT_0684,2008-02-09T12:30:00,True,0.0881,2
LOT_0685,2008-02-09T12:44:00,True,0.061,0
LOT_0686,2008-02-09T13:05:00,True,0.061,1
LOT_0687,2008-02-09T13:08:00,True,0.0746,1
LOT_0688,2008-02-09T13:27:00,True,0.0678,1
LOT_0689,2008-02-09T13:40:00,True,0.0475,2
LOT_0690,2008-02-09T14:09:00,True,0.0746,10
LOT_0691,2008-02-09T14:21:00,True,0.0407,5
LOT_0692,2008-02-09T14:34:00,True,0.0475,1
LOT_0693,2008-02-09T15:29:00,True,0.0407,0
LOT_0694,2008-02-09T16:10:00,True,0.0542,0
LOT_0695,2008-02-09T16:50:00,True,0.0475,2
LOT_0696,2008-02-09T16:54:00,True,0.0407,0
LOT_0697,2008-02-09T16:58:00,True,0.0746,1
LOT_0698,2008-02-09T17:10:00,True,0.0814,1
LOT_0699,2008-02-09T17:18:00,True,0.0407,4
LOT_0700,2008-02-09T18:38:00,True,0.0407,2
LOT_0701,2008-02-09T18:52:00,True,0.1424,1
LOT_0702,2008-02-09T19:18:00,True,0.0746,1
LOT_0703,2008-02-09T20:18:00,True,0.061,8
LOT_0704,2008-02-09T20:52:00,True,0.0339,3
LOT_0705,2008-02-09T20:58:00,True,0.0407,3
LOT_0706,2008-02-09T20:59:00,True,0.0542,1
LOT_0707,2008-03-09T00:18:00,True,0.0678,0
LOT_0708,2008-03-09T00:45:00,True,0.0661,2
LOT_0709,2008-03-09T00:58:00,True,0.0593,3
LOT_0710,2008-03-09T01:15:00,False,0.0814,18
LOT_0711,2008-03-09T01:32:00,True,0.0475,0
LOT_0712,2008-03-09T04:18:00,True,0.0339,0
LOT_0713,2008-03-09T06:26:00,True,0.0475,0
LOT_0714,2008-03-09T09:38:00,True,0.0407,11
LOT_0715,2008-03-09T14:24:00,True,0.0475,0
LOT_0716,2008-03-09T14:29:00,True,0.0475,4
LOT_0717,2008-03-09T17:22:00,True,0.0339,1
LOT_0718,2008-03-09T18:16:00,True,0.0542,0
LOT_0719,2008-03-09T18:16:00,True,0.061,1
LOT_0720,2008-03-09T20:00:00,True,0.0407,3
LOT_0721,2008-03-09T20:10:00,True,0.0678,2
LOT_0722,2008-04-09T08:01:00,True,0.0678,4
LOT_0723,2008-04-09T08:22:00,True,0.0475,0
LOT_0724,2008-04-09T08:33:00,True,0.0475,0
LOT_0725,2008-04-09T08:41:00,True,0.0407,0
LOT_0726,2008-04-09T08:53:00,True,0.0475,2
LOT_0727,2008-04-09T11:50:00,True,0.0475,1
LOT_0728,2008-04-09T14:09:00,True,0.0475,0
LOT_0729,2008-04-09T14:11:00,True,0.061,3
LOT_0730,2008-04-09T14:48:00,True,0.0475,1
LOT_0731,2008-04-09T16:30:00,True,0.061,1
LOT_0732,2008-04-09T16:41:00,True,0.0475,0
LOT_0733,2008-04-09T16:56:00,True,0.0814,7
LOT_0734,2008-04-09T17:30:00,True,0.0678,1
LOT_0735,2008-05-09T15:30:00,True,0.0475,4
LOT_0736,2008-05-09T21:48:00,True,0.1492,0
LOT_0737,2008-07-09T00:08:00,True,0.0407,1
LOT_0738,2008-07-09T00:12:00,True,0.0678,0
LOT_0739,2008-07-09T00:49:00,True,0.0475,6
LOT_0740,2008-07-09T10:52:00,True,0.0475,1
LOT_0741,2008-07-09T12:04:00,True,0.0475,1
LOT_0742,2008-07-09T12:20:00,True,0.0542,0
LOT_0743,2008-07-09T13:02:00,True,0.0475,0
LOT_0744,2008-07-09T18:02:00,True,0.061,0
LOT_0745,2008-07-09T18:24:00,True,0.0407,0
LOT_0746,2008-07-09T18:49:00,True,0.0407,0
LOT_0747,2008-07-09T19:29:00,True,0.0475,2
LOT_0748,2008-07-09T19:31:00,True,0.0475,3
LOT_0749,2008-07-09T20:12:00,True,0.0475,1
LOT_0750,2008-07-09T20:50:00,True,0.0475,0
LOT_0751,2008-07-09T23:33:00,True,0.0678,9
LOT_0752,2008-08-09T00:32:00,True,0.0678,2
LOT_0753,2008-08-09T00:40:00,True,0.122,0
LOT_0754,2008-08-09T01:24:00,True,0.0407,3
LOT_0755,2008-08-09T03:32:00,True,0.0407,0
LOT_0756,2008-08-09T03:48:00,True,0.0407,0
LOT_0757,2008-08-09T04:21:00,True,0.0475,4
LOT_0758,2008-08-09T06:37:00,True,0.0475,0
LOT_0759,2008-08-09T07:14:00,True,0.0407,0
LOT_0760,2008-08-09T07:41:00,True,0.0542,15
LOT_0761,2008-08-09T18:46:00,True,0.0542,0
LOT_0762,2008-08-09T19:14:00,True,0.0475,0
LOT_0763,2008-08-09T19:15:00,True,0.0542,2
LOT_0764,2008-08-09T19:25:00,True,0.0475,8
LOT_0765,2008-08-09T19:33:00,True,0.0678,1
LOT_0766,2008-08-09T20:00:00,True,0.0407,4
LOT_0767,2008-08-09T21:36:00,True,0.0678,1
LOT_0768,2008-08-09T21:53:00,True,0.0475,16
LOT_0769,2008-08-09T22:17:00,True,0.0678,3
LOT_0770,2008-09-09T00:25:00,True,0.0407,6
LOT_0771,2008-09-09T03:53:00,True,0.0475,4
LOT_0772,2008-09-09T08:44:00,True,0.0475,3
LOT_0773,2008-10-09T07:26:00,True,0.0407,0
LOT_0774,2008-10-09T09:21:00,True,0.0068,2
LOT_0775,2008-10-09T20:52:00,True,0.0542,1
LOT_0776,2008-10-09T20:53:00,True,0.0475,1
LOT_0777,2008-10-09T21:56:00,True,0.0203,1
LOT_0778,2008-10-09T23:30:00,True,0.0542,2
LOT_0779,2008-10-09T23:43:00,True,0.0542,1
LOT_0780,2008-11-09T00:17:00,True,0.0746,1
LOT_0781,2008-11-09T05:20:00,True,0.0542,4
LOT_0782,2008-11-09T06:04:00,True,0.0407,1
LOT_0783,2008-11-09T07:43:00,True,0.0542,0
LOT_0784,2008-11-09T08:06:00,True,0.0271,0
LOT_0785,2008-11-09T08:58:00,True,0.0542,1
LOT_0786,2008-11-09T09:24:00,True,0.0678,0
LOT_0787,2008-11-09T12:47:00,True,0.0678,4
LOT_0788,2008-11-09T13:36:00,True,0.0475,2
LOT_0789,2008-11-09T14:20:00,True,0.0407,4
LOT_0790,2008-11-09T14:24:00,True,0.0475,3
LOT_0791,2008-11-09T14:31:00,True,0.0475,4
LOT_0792,2008-11-09T15:05:00,True,0.061,3
LOT_0793,2008-11-09T15:08:00,True,0.0542,1
LOT_0794,2008-11-09T16:28:00,True,0.061,2
LOT_0795,2008-11-09T21:13:00,True,0.061,2
LOT_0796,2008-11-09T22:07:00,False,0.0475,1
LOT_0797,2008-11-09T23:10:00,True,0.0407,3
LOT_0798,2008-11-09T23:48:00,False,0.0542,3
LOT_0799,2008-12-09T05:11:00,True,0.0407,2
LOT_0800,2008-12-09T05:55:00,True,0.0203,2
LOT_0801,2008-12-09T06:38:00,True,0.0542,18
LOT_0802,2008-12-09T06:41:00,True,0.0814,0
LOT_0803,2008-12-09T06:45:00,True,0.0407,1
LOT_0804,2008-12-09T07:21:00,True,0.0542,2
LOT_0805,2008-12-09T07:29:00,True,0.0339,0
LOT_0806,2008-12-09T07:38:00,True,0.0203,2
LOT_0807,2008-12-09T11:57:00,True,0.0203,2
LOT_0808,2008-12-09T13:08:00,True,0.1085,1
LOT_0809,2008-12-09T14:52:00,True,0.0339,1
LOT_0810,2008-12-09T15:40:00,True,0.061,1
LOT_0811,2008-12-09T16:23:00,True,0.1678,1
LOT_0812,2008-12-09T18:01:00,True,0.0339,0
LOT_0813,2008-12-09T18:52:00,True,0.0407,7
LOT_0814,2008-12-09T19:36:00,True,0.0407,7
LOT_0815,2008-12-09T20:28:00,True,0.1627,0
LOT_0816,2008-12-09T21:12:00,True,0.0407,5
LOT_0817,2008-12-09T22:25:00,True,0.0407,2
LOT_0818,2008-12-09T22:45:00,True,0.0068,8
LOT_0819,2008-12-09T23:28:00,True,0.0339,3
LOT_0820,2008-12-09T23:40:00,True,0.0475,2
LOT_0821,2008-09-13T00:25:00,True,0.0407,2
LOT_0822,2008-09-13T02:57:00,True,0.0407,2
LOT_0823,2008-09-13T03:14:00,True,0.0136,2
LOT_0824,2008-09-13T09:19:00,True,0.0136,0
LOT_0825,2008-09-13T10:55:00,True,0.0203,4
LOT_0826,2008-09-13T11:42:00,True,0.0475,4
LOT_0827,2008-09-13T11:56:00,False,0.0339,3
LOT_0828,2008-09-13T12:48:00,True,0.061,3
LOT_0829,2008-09-13T14:07:00,True,0.0407,5
LOT_0830,2008-09-13T16:04:00,True,0.0678,4
LOT_0831,2008-09-13T16:04:00,True,0.0339,2
LOT_0832,2008-09-13T20:06:00,False,0.0814,0
LOT_0833,2008-09-14T02:50:00,True,0.0203,6
LOT_0834,2008-09-14T02:59:00,True,0.0136,2
LOT_0835,2008-09-14T15:02:00,True,0.0475,5
LOT_0836,2008-09-14T15:46:00,True,0.0136,3
LOT_0837,2008-09-14T16:34:00,True,0.0475,1
LOT_0838,2008-09-14T17:40:00,True,0.0542,2
LOT_0839,2008-09-14T18:27:00,True,0.0407,0
LOT_0840,2008-09-14T18:27:00,True,0.0407,4
LOT_0841,2008-09-14T19:13:00,True,0.061,0
LOT_0842,2008-09-14T20:00:00,True,0.061,5
LOT_0843,2008-09-14T20:43:00,True,0.0203,1
LOT_0844,2008-09-14T20:45:00,True,0.0068,3
LOT_0845,2008-09-14T21:31:00,True,0.0339,0
LOT_0846,2008-09-14T23:00:00,True,0.0271,6
LOT_0847,2008-09-15T02:04:00,True,0.1424,1
LOT_0848,2008-09-15T10:03:00,True,0.0136,0
LOT_0849,2008-09-15T11:40:00,True,0.061,0
LOT_0850,2008-09-15T12:27:00,True,0.0339,0
LOT_0851,2008-09-15T16:10:00,True,0.0203,3
LOT_0852,2008-09-15T16:59:00,True,0.0475,0
LOT_0853,2008-09-15T19:54:00,True,0.0068,10
LOT_0854,2008-09-15T21:56:00,True,0.0136,2
LOT_0855,2008-09-15T22:13:00,True,0.0678,1
LOT_0856,2008-09-15T22:45:00,True,0.0339,0
LOT_0857,2008-09-15T22:54:00,True,0.061,19
LOT_0858,2008-09-15T23:37:00,True,0.0475,7
LOT_0859,2008-09-16T07:39:00,True,0.0271,1
LOT_0860,2008-09-16T07:48:00,True,0.0407,4
LOT_0861,2008-09-16T08:50:00,True,0.0407,0
LOT_0862,2008-09-16T08:52:00,True,0.0746,6
LOT_0863,2008-09-16T09:37:00,True,0.0475,3
LOT_0864,2008-09-16T17:07:00,True,0.0542,0
LOT_0865,2008-09-16T18:09:00,True,0.0136,2
LOT_0866,2008-09-16T18:23:00,True,0.0678,1
LOT_0867,2008-09-16T19:34:00,True,0.0746,1
LOT_0868,2008-09-16T19:45:00,True,0.0475,9
LOT_0869,2008-09-16T21:21:00,True,0.0203,3
LOT_0870,2008-09-16T22:45:00,True,0.0407,2
LOT_0871,2008-09-17T02:01:00,True,0.0203,2
LOT_0872,2008-09-17T04:23:00,False,0.0136,6
LOT_0873,2008-09-17T07:14:00,True,0.0407,3
LOT_0874,2008-09-17T07:28:00,True,0.061,0
LOT_0875,2008-09-17T21:52:00,True,0.0407,8
LOT_0876,2008-09-18T00:57:00,True,0.0407,3
LOT_0877,2008-09-18T01:40:00,True,0.0475,3
LOT_0878,2008-09-18T01:43:00,True,0.061,1
LOT_0879,2008-09-18T02:01:00,True,0.0475,13
LOT_0880,2008-09-18T03:58:00,True,0.0407,5
LOT_0881,2008-09-18T03:58:00,True,0.0203,6
LOT_0882,2008-09-18T05:44:00,True,0.0339,2
LOT_0883,2008-09-18T05:58:00,True,0.0203,1
LOT_0884,2008-09-18T08:04:00,True,0.0271,1
LOT_0885,2008-09-18T10:48:00,True,0.061,1
LOT_0886,2008-09-18T13:48:00,True,0.0271,3
LOT_0887,2008-09-18T17:22:00,True,0.0475,0
LOT_0888,2008-09-18T18:12:00,True,0.0475,5
LOT_0889,2008-09-18T18:56:00,True,0.0136,6
LOT_0890,2008-09-18T21:12:00,True,0.0458,6
LOT_0891,2008-09-18T21:56:00,True,0.0407,5
LOT_0892,2008-09-18T23:00:00,True,0.0593,5
LOT_0893,2008-09-18T23:05:00,True,0.0203,3
LOT_0894,2008-09-18T23:44:00,True,0.0136,6
LOT_0895,2008-09-19T00:30:00,True,0.0203,0
LOT_0896,2008-09-19T01:57:00,True,0.061,0
LOT_0897,2008-09-19T02:44:00,True,0.0203,1
LOT_0898,2008-09-19T04:42:00,True,0.0407,8
LOT_0899,2008-09-19T05:33:00,True,0.0407,7
LOT_0900,2008-09-19T05:57:00,True,0.0339,0
LOT_0901,2008-09-19T06:01:00,True,0.0407,0
LOT_0902,2008-09-19T06:44:00,True,0.0475,5
LOT_0903,2008-09-19T07:14:00,True,0.0203,1
LOT_0904,2008-09-19T07:18:00,True,0.0203,4
LOT_0905,2008-09-19T08:08:00,True,0.0203,0
LOT_0906,2008-09-19T08:52:00,True,0.0407,1
LOT_0907,2008-09-19T09:12:00,True,0.0407,12
LOT_0908,2008-09-19T09:47:00,True,0.0136,1
LOT_0909,2008-09-19T10:45:00,True,0.0407,7
LOT_0910,2008-09-19T11:13:00,True,0.0136,3
LOT_0911,2008-09-19T11:54:00,True,0.0407,4
LOT_0912,2008-09-19T13:59:00,True,0.0475,3
LOT_0913,2008-09-19T15:31:00,True,0.0475,2
LOT_0914,2008-09-19T16:40:00,True,0.0407,5
LOT_0915,2008-09-19T16:58:00,False,0.0203,0
LOT_0916,2008-09-19T17:47:00,True,0.0271,1
LOT_0917,2008-09-19T18:11:00,True,0.0339,3
LOT_0918,2008-09-19T18:33:00,True,0.0339,1
LOT_0919,2008-09-19T19:18:00,True,0.0339,7
LOT_0920,2008-09-19T19:29:00,True,0.0203,7
LOT_0921,2008-09-19T20:05:00,True,0.0746,3
LOT_0922,2008-09-19T20:07:00,True,0.0271,0
LOT_0923,2008-09-19T20:10:00,True,0.0203,2
LOT_0924,2008-09-19T20:17:00,True,0.061,24
LOT_0925,2008-09-19T20:19:00,False,0.0271,4
LOT_0926,2008-09-19T21:08:00,True,0.0203,6
LOT_0927,2008-09-19T21:09:00,False,0.0407,7
LOT_0928,2008-09-19T21:13:00,True,0.0475,0
LOT_0929,2008-09-19T21:14:00,True,0.1153,5
LOT_0930,2008-09-19T21:59:00,False,0.0203,3
LOT_0931,2008-09-19T23:26:00,True,0.0203,0
LOT_0932,2008-09-19T23:33:00,True,0.0407,16
LOT_0933,2008-09-20T00:18:00,True,0.0136,5
LOT_0934,2008-09-20T00:33:00,True,0.0203,11
LOT_0935,2008-09-20T03:58:00,True,0.0339,0
LOT_0936,2008-09-20T04:13:00,True,0.0136,6
LOT_0937,2008-09-20T04:28:00,True,0.0475,6
LOT_0938,2008-09-20T05:22:00,True,0.0475,3
LOT_0939,2008-09-20T05:25:00,True,0.0136,7
LOT_0940,2008-09-20T05:34:00,True,0.0475,0
LOT_0941,2008-09-20T06:08:00,True,0.0339,1
LOT_0942,2008-09-20T07:21:00,True,0.0407,0
LOT_0943,2008-09-20T08:14:00,True,0.0475,3
LOT_0944,2008-09-20T10:51:00,True,0.0475,4
LOT_0945,2008-09-20T11:18:00,True,0.0203,3
LOT_0946,2008-09-20T12:20:00,True,0.0475,8
LOT_0947,2008-09-20T12:26:00,True,0.0203,5
LOT_0948,2008-09-20T12:27:00,True,0.0203,5
LOT_0949,2008-09-20T12:36:00,True,0.0746,0
LOT_0950,2008-09-20T12:57:00,True,0.0407,4
LOT_0951,2008-09-20T14:00:00,True,0.061,3
LOT_0952,2008-09-20T14:06:00,True,0.0203,2
LOT_0953,2008-09-20T14:42:00,True,0.0068,12
LOT_0954,2008-09-20T14:50:00,True,0.0271,3
LOT_0955,2008-09-20T14:53:00,True,0.0407,2
LOT_0956,2008-09-20T15:02:00,True,0.0136,1
LOT_0957,2008-09-20T15:19:00,True,0.0271,18
LOT_0958,2008-09-20T15:37:00,True,0.0136,0
LOT_0959,2008-09-20T15:46:00,True,0.0407,0
LOT_0960,2008-09-20T16:43:00,True,0.0339,1
LOT_0961,2008-09-20T16:44:00,True,0.0407,2
LOT_0962,2008-09-20T17:26:00,True,0.0542,5
LOT_0963,2008-09-20T17:29:00,True,0.0136,0
LOT_0964,2008-09-20T18:03:00,True,0.0407,2
LOT_0965,2008-09-20T18:21:00,True,0.0339,4
